,位置,背番号,選手名,打率,試合,打席,打数,安打,二塁打,三塁打,本塁打,塁打,打点,得点,三振,四球,死球,犠打,犠飛,盗塁,盗塁死,併殺打,出塁率,長打率,ＯＰＳ,得点圏,失策,Team
11,内,32,ライアン・オハーン,.264,142,494,443,117,21,3,15,189,59,60,69,46,2,0,3,3,1,7,.334,.427,.761,.279,5,ボルチモア・オリオールズ
12,内,73,リバン・ソト,.231,13,16,13,3,1,0,0,4,0,1,3,3,0,0,0,0,0,0,.375,.308,.683,.000,0,ボルチモア・オリオールズ
13,外,13,ヘストン・カースタッド,.253,39,114,99,25,2,0,4,39,14,8,33,10,5,0,0,1,0,0,.351,.394,.745,.269,0,ボルチモア・オリオールズ
14,外,15,オースティン・スレーター,.209,84,212,177,37,4,0,2,47,18,24,60,26,5,0,4,3,2,5,.321,.266,.586,.268,2,ボルチモア・オリオールズ
15,外,17,コルトン・カウザー,.242,153,561,499,121,24,3,24,223,69,77,172,52,7,0,3,9,4,9,.321,.447,.768,.211,1,ボルチモア・オリオールズ
16,外,25,アンソニー・サンタンダー,.235,155,665,595,140,25,2,44,301,102,91,129,58,7,0,5,2,0,9,.308,.506,.814,.234,2,ボルチモア・オリオールズ
17,外,31,セドリク・ムリンス,.234,147,499,444,104,16,3,18,180,54,69,98,41,5,2,2,32,6,1,.305,.405,.710,.234,1,ボルチモア・オリオールズ
18,外,53,ダニエル・ジョンソン,.000,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,ボルチモア・オリオールズ
19,指,72,エロイ・ヒメネス,.238,98,349,324,77,14,0,6,109,23,25,70,22,2,0,1,3,0,13,.289,.336,.626,.192,0,ボルチモア・オリオールズ
0,捕,12,コナー・ウォン,.280,126,487,447,125,24,1,13,190,52,54,114,28,9,1,2,8,7,7,.333,.425,.758,.284,6,ボストン・レッドソックス
1,捕,28,ダニー・ジャンセン,.205,91,324,278,57,13,0,9,97,24,35,61,40,3,0,3,0,0,4,.309,.349,.658,.211,6,ボストン・レッドソックス
2,捕,77,ミッキー・ギャスパー,.000,13,23,18,0,0,0,0,0,0,1,8,4,1,0,0,0,0,1,.217,.000,.217,.000,0,ボストン・レッドソックス
3,内,5,ボーン・グリッソム,.190,31,114,105,20,3,0,0,23,6,10,24,7,1,0,1,2,0,3,.246,.219,.465,.133,3,ボストン・レッドソックス
4,内,10,トレバー・ストーリー,.255,26,106,94,24,7,0,2,37,10,8,33,11,1,0,0,6,3,2,.340,.394,.733,.214,1,ボストン・レッドソックス
5,内,11,ラファエル・ディバース,.272,138,601,525,143,34,5,28,271,83,87,147,67,3,0,6,3,0,13,.354,.516,.871,.226,12,ボストン・レッドソックス
6,内,23,ロミー・ゴンザレス,.266,89,216,199,53,10,1,6,83,29,25,58,12,1,0,4,11,3,5,.306,.417,.723,.212,5,ボストン・レッドソックス
7,内,36,トリストン・カサズ,.241,63,243,212,51,8,0,13,98,32,28,77,30,1,0,0,0,1,6,.337,.462,.800,.250,5,ボストン・レッドソックス
8,内,43,セダン・ラファエラ,.246,152,571,544,134,23,5,15,212,75,70,151,15,7,2,3,19,10,8,.274,.390,.664,.255,12,ボストン・レッドソックス
9,内,47,エンマニュエル・バルデス,.214,76,223,201,43,12,0,6,73,28,23,53,17,0,1,4,1,1,4,.270,.363,.633,.219,6,ボストン・レッドソックス
10,内,70,デービッド・ハミルトン,.248,98,317,294,73,17,1,8,116,28,47,80,22,1,0,0,33,4,1,.303,.395,.697,.254,10,ボストン・レッドソックス
11,内,75,ニック・ソガード,.273,31,86,77,21,4,0,0,25,8,13,25,7,0,0,2,3,0,4,.326,.325,.650,.278,1,ボストン・レッドソックス
12,外,7,吉田正尚,.280,108,421,378,106,21,0,10,157,56,45,52,27,14,0,2,2,0,6,.349,.415,.765,.308,0,ボストン・レッドソックス
13,外,16,ジャレン・デュラン,.285,160,735,671,191,48,14,21,330,75,111,160,54,6,1,3,34,7,6,.342,.492,.834,.285,6,ボストン・レッドソックス
14,外,17,タイラー・オニール,.241,113,473,411,99,18,0,31,210,61,74,159,53,7,0,2,4,0,13,.336,.511,.847,.231,7,ボストン・レッドソックス
15,外,30,ロブ・レフスナイダー,.283,93,307,272,77,16,1,11,128,40,32,78,28,5,0,1,2,2,6,.359,.471,.830,.256,4,ボストン・レッドソックス
16,外,52,ウィルヤー・アブレイユ,.253,132,447,399,101,33,2,15,183,58,59,125,40,3,0,5,8,3,7,.322,.459,.781,.287,7,ボストン・レッドソックス
0,捕,28,オースティン・ウェルズ,.229,115,414,354,81,18,1,13,140,55,42,87,47,5,1,7,1,2,9,.322,.395,.718,.255,11,ニューヨーク・ヤンキース
1,捕,39,ホセ・トレビノ,.215,74,234,209,45,5,0,8,74,28,26,41,20,2,1,2,1,0,12,.288,.354,.642,.222,6,ニューヨーク・ヤンキース
2,捕,93,ベン・ライス,.171,50,178,152,26,6,0,7,53,23,20,48,20,1,0,5,0,1,2,.264,.349,.613,.171,2,ニューヨーク・ヤンキース
3,捕,94,カルロス・ナーバエズ,.231,6,15,13,3,0,0,0,3,0,0,6,2,0,0,0,0,0,0,.333,.231,.564,.333,0,ニューヨーク・ヤンキース
4,内,11,アンソニー・ボルペ,.243,160,689,637,155,27,7,12,232,60,90,156,42,4,2,3,28,7,9,.293,.364,.657,.214,16,ニューヨーク・ヤンキース
5,内,19,ジョン・バーティ,.273,25,74,66,18,0,0,1,21,6,10,14,6,1,1,0,5,1,2,.342,.318,.661,.333,3,ニューヨーク・ヤンキース
6,内,25,グレイバー・トーレス,.257,154,665,587,151,26,0,15,222,63,80,136,65,3,2,8,4,3,6,.330,.378,.709,.269,18,ニューヨーク・ヤンキース
7,内,26,ＤＪ・ラメーヒュー,.204,67,228,201,41,5,0,2,52,26,19,35,19,1,1,6,0,1,13,.269,.259,.527,.264,3,ニューヨーク・ヤンキース
8,内,48,アンソニー・リゾ,.228,92,375,337,77,12,0,8,113,35,38,65,27,9,0,2,0,0,7,.301,.335,.637,.253,3,ニューヨーク・ヤンキース
9,内,90,ホルビト・ビバス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ニューヨーク・ヤンキース
10,内,91,オスワルド・ペラザ,.200,4,11,10,2,0,0,1,5,1,2,3,1,0,0,0,0,0,0,.273,.500,.773,.000,0,ニューヨーク・ヤンキース
11,内,95,オスワルド・カブレラ,.247,109,326,299,74,11,0,8,109,36,47,63,21,1,2,3,4,2,6,.296,.365,.661,.275,7,ニューヨーク・ヤンキース
12,外,12,トレント・グリシャム,.190,76,209,179,34,8,0,9,69,31,21,57,22,4,1,2,1,1,5,.290,.385,.675,.231,2,ニューヨーク・ヤンキース
13,外,13,ジャズ・チザム,.256,147,621,562,144,21,4,24,245,73,74,152,53,4,0,2,40,10,6,.324,.436,.760,.269,9,ニューヨーク・ヤンキース
14,外,22,フアン・ソト,.288,157,713,576,166,31,4,41,328,109,128,119,129,4,0,4,7,4,10,.419,.569,.989,.345,2,ニューヨーク・ヤンキース
15,外,24,アレックス・バードゥーゴ,.233,149,621,559,130,28,1,13,199,61,74,93,49,1,2,10,2,1,14,.291,.356,.647,.239,1,ニューヨーク・ヤンキース
16,外,70,デューク・エリス,.200,11,5,5,1,0,0,0,1,0,1,2,0,0,0,0,5,0,0,.200,.200,.400,.000,2,ニューヨーク・ヤンキース
17,外,80,エバーソン・ペレイラ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ニューヨーク・ヤンキース
18,外,89,ジェイソン・ドミンゲス,.179,18,67,56,10,1,0,2,17,4,8,19,11,0,0,0,5,0,0,.313,.304,.617,.182,1,ニューヨーク・ヤンキース
19,外,99,アーロン・ジャッジ,.322,158,704,559,180,36,1,58,392,144,122,171,133,9,0,2,10,0,22,.458,.701,1.159,.336,0,ニューヨーク・ヤンキース
20,指,27,ジアンカルロ・スタントン,.233,114,459,417,97,20,0,27,198,72,49,143,38,2,0,2,0,0,17,.298,.475,.773,.278,0,ニューヨーク・ヤンキース
0,捕,30,アレハンドロ・カーク,.253,103,386,340,86,19,1,5,122,54,23,51,35,2,0,9,0,0,11,.319,.359,.677,.261,7,トロント・ブルージェイズ
1,捕,55,タイラー・ハイネマン,.083,8,16,12,1,0,0,0,1,0,2,6,3,1,0,0,0,0,0,.313,.083,.396,.333,0,トロント・ブルージェイズ
2,捕,-,ニコラス・ラポソ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,トロント・ブルージェイズ
3,内,7,ウィル・ワグナー,.305,24,86,82,25,6,0,2,37,11,8,16,4,0,0,0,0,0,3,.337,.451,.788,.304,1,トロント・ブルージェイズ
4,内,11,ボ・ビシェット,.225,81,336,311,70,16,1,4,100,31,29,64,20,3,0,2,5,1,12,.277,.322,.598,.348,7,トロント・ブルージェイズ
5,内,13,オレルビス・マルティネス,.333,1,3,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.333,.333,.667,.000,1,トロント・ブルージェイズ
6,内,20,ルイス・デロスサントス,.172,13,31,29,5,2,0,0,7,1,2,10,2,0,0,0,0,0,2,.226,.241,.467,.143,2,トロント・ブルージェイズ
7,内,27,ウラジーミル・ゲレロＪｒ．,.323,159,697,616,199,44,1,30,335,103,98,96,72,5,0,4,2,2,16,.396,.544,.940,.298,12,トロント・ブルージェイズ
8,内,28,アーニー・クレメント,.263,139,452,434,114,21,3,12,177,51,48,41,11,3,2,2,12,3,11,.284,.408,.692,.297,13,トロント・ブルージェイズ
9,内,48,スペンサー・ホーウィッツ,.265,97,381,328,87,19,0,12,142,40,46,70,42,7,0,4,0,0,8,.357,.433,.790,.268,3,トロント・ブルージェイズ
10,内,49,レオ・ヒメネス,.229,63,210,179,41,11,0,4,64,19,18,59,12,16,0,3,0,0,6,.329,.358,.686,.225,4,トロント・ブルージェイズ
11,外,4,ジョージ・スプリンガー,.220,145,614,545,120,19,3,19,202,56,74,115,60,6,0,2,16,1,16,.303,.371,.674,.218,2,トロント・ブルージェイズ
12,外,8,ホナタン・クラセ,.246,26,66,61,15,2,0,1,20,5,7,17,3,2,0,0,3,1,1,.303,.328,.631,.125,0,トロント・ブルージェイズ
13,外,9,ジョーイ・ロペルフィド,.214,81,262,243,52,13,4,4,85,25,24,95,13,4,1,1,4,2,3,.264,.350,.614,.219,0,トロント・ブルージェイズ
14,外,25,ドールトン・バーショ,.214,136,513,459,98,21,7,18,187,58,73,137,48,4,1,1,10,2,2,.293,.407,.700,.210,2,トロント・ブルージェイズ
15,外,36,デービス・シュナイダー,.191,135,454,397,76,19,1,13,136,46,48,144,47,5,0,5,6,0,2,.282,.343,.625,.193,2,トロント・ブルージェイズ
16,外,37,ステワルド・ベロア,.189,28,45,37,7,1,0,0,8,1,7,14,8,0,0,0,6,2,0,.333,.216,.550,.333,0,トロント・ブルージェイズ
17,外,38,ネイサン・ルークス,.303,22,91,76,23,4,2,1,34,10,13,9,10,0,2,3,1,0,1,.371,.447,.818,.353,1,トロント・ブルージェイズ
18,外,47,アディソン・バーガー,.197,69,225,208,41,11,0,7,73,28,20,60,14,1,0,1,2,0,1,.250,.351,.601,.288,7,トロント・ブルージェイズ
0,捕,30,ベン・ロートベット,.228,112,328,290,66,13,0,3,88,31,27,88,34,4,0,0,1,0,6,.317,.303,.621,.221,9,タンパベイ・レイズ
1,捕,41,ローガン・ドリスコル,.171,15,37,35,6,0,0,1,9,5,2,6,1,0,0,1,0,0,0,.189,.257,.446,.250,1,タンパベイ・レイズ
2,捕,50,レネ・ピント,.214,19,49,42,9,3,0,2,18,6,5,18,4,1,1,1,0,0,0,.292,.429,.720,.200,1,タンパベイ・レイズ
3,内,1,リッチー・パラシオス,.223,92,316,264,59,8,1,5,84,21,46,67,45,5,0,1,19,1,5,.346,.318,.664,.269,7,タンパベイ・レイズ
4,内,2,ヤンディ・ディアス,.281,145,621,563,158,31,1,14,233,65,55,95,50,4,0,4,0,0,12,.341,.414,.755,.275,9,タンパベイ・レイズ
5,内,6,テーラー・ウォールズ,.183,84,252,218,40,5,3,1,54,14,27,67,31,0,0,3,16,4,3,.282,.248,.529,.182,3,タンパベイ・レイズ
6,内,7,ホセ・カバジェロ,.227,139,483,441,100,24,1,9,153,44,53,133,27,9,3,3,44,16,6,.283,.347,.630,.229,12,タンパベイ・レイズ
7,内,8,ブランドン・ロー,.244,107,425,385,94,19,3,21,182,58,56,112,33,5,0,2,5,1,7,.311,.473,.783,.302,0,タンパベイ・レイズ
8,内,13,ジュニオール・カミネロ,.248,43,177,165,41,9,1,6,70,18,15,38,11,1,0,0,2,0,2,.299,.424,.724,.200,6,タンパベイ・レイズ
9,内,24,クリストファー・モレル,.196,152,611,535,105,11,3,21,185,60,56,159,61,10,0,5,8,7,15,.288,.346,.634,.180,13,タンパベイ・レイズ
10,内,25,カーティス・ミード,.238,38,132,122,29,3,0,1,35,7,10,30,6,2,0,1,2,0,2,.282,.287,.569,.176,4,タンパベイ・レイズ
11,内,37,オスレイビス・バサベ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,タンパベイ・レイズ
12,内,54,オースティン・シェントン,.214,19,50,42,9,5,0,1,17,3,3,14,8,0,0,0,0,0,1,.340,.405,.745,.182,0,タンパベイ・レイズ
13,内,62,ジョナサン・アランダ,.234,44,143,128,30,7,0,6,55,14,22,32,12,2,0,1,0,0,2,.308,.430,.737,.161,0,タンパベイ・レイズ
14,外,10,ディラン・カールソン,.209,96,265,235,49,7,0,3,65,25,19,75,22,5,0,3,2,1,2,.287,.277,.563,.268,1,タンパベイ・レイズ
15,外,15,ジョシュア・ロー,.241,106,387,353,85,19,2,10,138,34,37,123,32,0,0,2,25,1,2,.302,.391,.693,.172,4,タンパベイ・レイズ
16,外,21,ジョニー・デルーカ,.217,107,362,332,72,12,4,6,110,31,29,77,24,4,2,0,16,6,1,.278,.331,.609,.168,2,タンパベイ・レイズ
17,外,22,ホセ・シリ,.187,130,448,402,75,16,1,18,147,47,50,170,31,7,2,4,14,7,5,.255,.366,.620,.146,7,タンパベイ・レイズ
18,外,26,キャメロン・マイスナー,.067,8,15,15,1,0,0,0,1,0,0,10,0,0,0,0,0,0,0,.067,.067,.133,.000,0,タンパベイ・レイズ
0,捕,26,コリー・リー,.210,125,394,377,79,14,1,12,131,37,36,122,17,0,0,0,6,3,12,.244,.347,.591,.210,4,シカゴ・ホワイトソックス
1,捕,47,チャッキー・ロビンソン,.129,26,76,70,9,0,0,0,9,0,2,20,5,1,0,0,0,0,1,.197,.129,.326,.000,2,シカゴ・ホワイトソックス
2,捕,-,マックス・スタッシ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,シカゴ・ホワイトソックス
3,内,8,ニコラス・ロペス,.241,124,445,398,96,12,3,1,117,21,40,67,37,4,6,0,5,7,3,.312,.294,.606,.295,4,シカゴ・ホワイトソックス
4,内,10,ヨアン・モンカダ,.275,12,45,40,11,3,1,0,16,0,4,11,5,0,0,0,1,0,2,.356,.400,.756,.000,2,シカゴ・ホワイトソックス
5,内,17,ブレイデン・シューメイク,.125,29,67,64,8,2,0,1,13,4,4,10,1,0,0,2,5,1,0,.134,.203,.337,.100,3,シカゴ・ホワイトソックス
6,内,18,ジェイコブ・アマヤ,.176,24,72,68,12,1,0,0,13,3,4,28,4,0,0,0,1,0,3,.222,.191,.413,.267,1,シカゴ・ホワイトソックス
7,内,25,アンドルー・ボーン,.246,149,619,570,140,30,1,19,229,70,55,132,38,6,0,5,2,0,13,.297,.402,.699,.245,4,シカゴ・ホワイトソックス
8,内,27,ブルックス・ボールドウィン,.211,33,121,114,24,6,0,2,36,8,9,31,6,0,1,0,4,0,1,.250,.316,.566,.300,2,シカゴ・ホワイトソックス
9,内,44,ブライアン・ラモス,.202,32,108,99,20,4,0,3,33,11,13,22,7,0,0,1,0,2,3,.252,.333,.586,.231,1,シカゴ・ホワイトソックス
10,内,50,レニン・ソサ,.254,100,369,351,89,13,0,8,126,35,28,77,12,3,2,1,3,1,5,.283,.359,.642,.289,6,シカゴ・ホワイトソックス
11,外,7,ドミニク・フレッチャー,.206,72,241,223,46,8,0,1,57,17,14,58,11,3,2,1,0,0,5,.252,.256,.508,.229,6,シカゴ・ホワイトソックス
12,外,20,ミゲル・バルガス,.150,72,237,206,31,7,0,5,53,16,22,57,25,3,0,3,3,1,4,.249,.257,.506,.056,5,シカゴ・ホワイトソックス
13,外,22,オスカー・コラス,.273,13,38,33,9,0,0,0,9,4,1,10,4,1,0,0,0,1,0,.368,.273,.641,.231,0,シカゴ・ホワイトソックス
14,外,23,アンドルー・ベニンテンディ,.229,135,522,477,109,20,0,20,189,64,50,96,41,1,0,3,3,2,12,.289,.396,.685,.221,3,シカゴ・ホワイトソックス
15,外,30,コーリー・ジュルクス,.214,66,189,173,37,7,0,3,53,14,17,50,15,0,0,1,5,2,6,.275,.306,.581,.258,1,シカゴ・ホワイトソックス
16,外,31,ザック・デローチ,.209,22,75,67,14,5,0,1,22,5,10,21,8,0,0,0,0,1,0,.293,.328,.622,.250,0,シカゴ・ホワイトソックス
17,外,32,ギャビン・シーツ,.233,139,501,451,105,24,1,10,161,45,35,106,43,4,0,3,2,2,6,.303,.357,.660,.260,2,シカゴ・ホワイトソックス
18,外,88,ルイス・ロベルト,.224,100,425,393,88,19,0,14,149,35,47,141,28,2,0,1,23,6,8,.278,.379,.657,.185,2,シカゴ・ホワイトソックス
0,捕,6,デービッド・フライ,.263,122,392,335,88,18,1,14,150,51,44,84,42,9,0,4,4,1,13,.356,.448,.804,.253,2,クリーブランド・ガーディアンズ
1,捕,23,ボー・ネイラー,.201,123,389,354,71,10,2,13,124,39,39,122,29,2,2,2,6,3,3,.264,.350,.614,.197,6,クリーブランド・ガーディアンズ
2,捕,27,オースティン・ヘッジズ,.152,66,146,132,20,3,0,2,29,15,12,50,6,3,3,2,2,0,2,.203,.220,.422,.194,3,クリーブランド・ガーディアンズ
3,内,0,アンドレス・ヒメネス,.252,152,633,583,147,22,1,9,198,63,64,97,26,15,3,6,30,5,11,.298,.340,.638,.309,9,クリーブランド・ガーディアンズ
4,内,4,ブライアン・ロチオ,.206,143,442,383,79,18,0,8,121,36,50,90,44,8,2,5,10,6,11,.298,.316,.614,.226,12,クリーブランド・ガーディアンズ
5,内,9,カイル・マンザルド,.234,53,156,145,34,12,0,5,61,15,11,41,9,1,0,1,0,0,3,.282,.421,.703,.212,0,クリーブランド・ガーディアンズ
6,内,10,ダニエル・シュニーマン,.218,73,221,193,42,10,2,5,71,22,17,70,25,0,0,3,3,2,1,.303,.368,.671,.213,6,クリーブランド・ガーディアンズ
7,内,11,ホセ・ラミレス,.279,158,682,620,173,39,2,39,333,118,114,82,54,1,0,6,41,7,9,.335,.537,.872,.326,9,クリーブランド・ガーディアンズ
8,内,13,ガブリエル・アーライアズ,.222,53,161,153,34,9,1,3,54,15,15,53,6,1,0,1,5,2,4,.255,.353,.608,.233,6,クリーブランド・ガーディアンズ
9,内,22,ジョシュ・ネイラー,.243,152,633,563,137,27,0,31,257,108,84,105,58,7,0,4,6,2,17,.320,.456,.776,.256,9,クリーブランド・ガーディアンズ
10,内,74,フアン・ブリト,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,クリーブランド・ガーディアンズ
11,外,1,アンヘル・マルティネス,.232,43,169,151,35,7,0,3,51,11,16,33,15,0,1,2,3,1,2,.298,.338,.635,.238,3,クリーブランド・ガーディアンズ
12,外,2,タイラー・フリーマン,.209,118,383,330,69,14,1,7,106,32,48,53,28,19,3,3,11,6,15,.305,.321,.626,.281,3,クリーブランド・ガーディアンズ
13,外,7,マイルズ・ストロー,.250,7,4,4,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,.250,.250,.500,.000,0,クリーブランド・ガーディアンズ
14,外,8,レーン・トーマス,.237,130,528,472,112,26,3,15,189,63,65,137,44,7,0,5,32,14,5,.309,.400,.709,.242,7,クリーブランド・ガーディアンズ
15,外,17,ウィル・ブレナン,.264,114,353,330,87,13,2,8,128,30,37,48,19,3,0,1,4,2,9,.309,.388,.697,.319,2,クリーブランド・ガーディアンズ
16,外,30,ジョナサン・ロドリゲス,.129,13,40,31,4,1,0,0,5,5,6,14,9,0,0,0,0,0,1,.325,.161,.486,.250,0,クリーブランド・ガーディアンズ
17,外,38,スティーブン・クワン,.292,122,540,480,140,16,3,14,204,44,83,51,53,5,2,0,12,5,5,.368,.425,.793,.288,1,クリーブランド・ガーディアンズ
18,外,43,ジョンケンシ・ノエル,.218,67,198,179,39,7,1,13,87,28,25,63,13,5,0,1,0,0,1,.288,.486,.774,.225,0,クリーブランド・ガーディアンズ
19,外,76,ジョージ・バレラ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,クリーブランド・ガーディアンズ
0,捕,34,ジェーク・ロジャーズ,.197,102,337,310,61,16,1,10,109,36,43,99,22,3,0,2,1,0,6,.255,.352,.607,.250,3,デトロイト・タイガース
1,捕,38,ディロン・ディングラー,.167,27,87,84,14,5,2,1,26,11,2,30,3,0,0,0,0,0,2,.195,.310,.505,.192,1,デトロイト・タイガース
2,内,17,ジェイス・ヤン,.241,34,94,79,19,5,0,0,24,3,14,29,15,0,0,0,0,1,3,.362,.304,.666,.143,4,デトロイト・タイガース
3,内,20,スペンサー・トーケルソン,.219,92,381,342,75,21,1,10,128,37,45,105,33,4,0,1,0,0,6,.295,.374,.669,.187,4,デトロイト・タイガース
4,内,27,トレイ・スウィーニー,.218,36,119,110,24,5,0,4,41,17,11,32,7,1,0,1,2,0,3,.269,.373,.642,.276,4,デトロイト・タイガース
5,内,28,ハビエル・バエス,.184,80,289,272,50,12,0,6,80,37,25,69,12,2,0,3,8,1,10,.221,.294,.516,.308,9,デトロイト・タイガース
6,内,32,ライアン・クレイドラー,.119,35,65,59,7,0,0,1,10,2,9,19,6,0,0,0,5,3,2,.200,.169,.369,.125,2,デトロイト・タイガース
7,内,33,コルト・キース,.260,148,556,516,134,15,4,13,196,61,54,110,36,2,0,2,7,1,4,.309,.380,.689,.270,12,デトロイト・タイガース
8,内,39,ザック・マッキンストリー,.215,118,325,297,64,14,5,4,100,23,32,69,24,2,0,2,16,0,3,.277,.337,.614,.208,9,デトロイト・タイガース
9,内,40,ブライ・マドリス,.269,21,75,67,18,3,0,1,24,5,8,20,6,0,0,1,0,0,0,.324,.358,.683,.364,0,デトロイト・タイガース
10,内,51,エディス・レオナルド,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,デトロイト・タイガース
11,内,77,アンディ・イバネス,.241,99,244,224,54,9,1,5,80,32,30,63,15,3,0,2,2,3,2,.295,.357,.652,.395,2,デトロイト・タイガース
12,外,8,マシュー・ビアーリング,.257,144,567,518,133,28,5,16,219,57,80,121,41,3,0,5,6,1,9,.312,.423,.735,.240,4,デトロイト・タイガース
13,外,22,パーカー・メドウズ,.244,82,298,270,66,12,6,9,117,28,39,76,25,1,1,1,9,4,0,.310,.433,.743,.260,1,デトロイト・タイガース
14,外,30,ケリー・カーペンター,.284,87,296,264,75,16,5,18,155,57,37,75,22,4,0,3,0,2,5,.345,.587,.932,.289,1,デトロイト・タイガース
15,外,31,ライリー・グリーン,.262,137,584,512,134,27,6,24,245,74,82,156,64,5,0,2,4,2,2,.348,.479,.827,.294,3,デトロイト・タイガース
16,外,44,ジャスティンヘンリー・マロイ,.203,71,230,202,41,7,1,8,74,21,18,85,23,3,0,2,1,1,2,.291,.366,.658,.150,0,デトロイト・タイガース
17,外,46,ウェンシール・ペレス,.242,112,425,389,94,16,6,9,149,37,51,92,32,1,2,1,9,5,5,.300,.383,.683,.269,2,デトロイト・タイガース
18,外,50,ライアン・ビレード,.178,17,49,45,8,0,0,1,11,5,5,12,2,0,1,1,0,0,2,.208,.244,.453,.143,0,デトロイト・タイガース
19,外,60,アキル・バドゥ,.137,31,82,73,10,2,2,2,22,5,7,27,8,0,0,1,1,0,0,.220,.301,.521,.231,0,デトロイト・タイガース
0,捕,13,サルバドール・ペレス,.271,158,652,590,160,28,0,27,269,104,58,129,44,11,0,6,0,0,17,.330,.456,.786,.329,5,カンザスシティ・ロイヤルズ
1,捕,34,フレディー・フェルミン,.271,111,368,339,92,14,0,6,124,36,40,66,23,2,1,3,2,0,10,.319,.366,.685,.289,5,カンザスシティ・ロイヤルズ
2,内,7,ボビー・ウィットＪｒ．,.332,161,709,636,211,45,11,32,374,109,125,106,57,8,0,8,31,12,4,.389,.588,.977,.388,15,カンザスシティ・ロイヤルズ
3,内,9,ビニー・パスクァンティーノ,.262,131,554,496,130,30,2,19,221,97,64,71,40,4,1,13,1,0,12,.315,.446,.760,.360,2,カンザスシティ・ロイヤルズ
4,内,11,マイケル・ガルシア,.231,157,626,575,133,27,5,7,191,58,84,103,42,0,4,5,37,2,7,.281,.332,.614,.259,14,カンザスシティ・ロイヤルズ
5,内,12,ニック・ロフティン,.189,57,171,148,28,4,0,1,35,14,15,24,19,1,1,2,1,0,4,.282,.236,.519,.200,4,カンザスシティ・ロイヤルズ
6,内,15,ポール・デジョング,.227,139,482,445,101,17,0,24,190,56,54,156,23,9,0,5,2,2,9,.276,.427,.703,.168,15,カンザスシティ・ロイヤルズ
7,内,18,ユリエスキ・グリエル,.241,18,65,54,13,3,0,0,16,6,7,15,9,0,0,2,1,0,1,.338,.296,.635,.308,0,カンザスシティ・ロイヤルズ
